emis_num,level,region,council,chfdom,school_name_and_town,phone,owner
240802402,SSS,North,port loko district council,8,A.D WURIE MEMORIAL SECONDARY SCHOOL LUNSAR,077584421,community
240803204,Primary,North,port loko district council,8,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL LABANKA LUNSAR LUNSAR,88101623,government
240803206,Primary,North,port loko district council,8,ROMAN CATHOLIC PRIMARY SCHOOL MALUA LUNSAR LUNSAR,76565920,mission
240803207,Primary,North,port loko district council,8,KHULAFAI RASHIDEEN ISLAMIC PRIMARY SCHOOL LUNSAR MAMUSA,77455575,mission
240803208,Primary,North,port loko district council,8,LAL SOSO COMMUNITY PRIMARY SCHOOL LAL SOSO,099-515929,community
240803209,Primary,North,port loko district council,8,CHURCH OF GOD OF PROPHENCY PRIMARY SCHOOL ROBOMBEH,088739715,mission
240803210,Primary,North,port loko district council,8,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL MAGBELE 088-,5124781/079,government
240803211,Primary,North,port loko district council,8,ROMAN CATHOLIC SCHOOL PRIMARY MAKABO,030-788481,mission
240803212,Primary,North,port loko district council,8,CHARITY PRIMARY SCHOOL MABAMBU VILLAGE(COMMUNITY SCHOOL) MABAMBU VILLAGE,030246915,community
240803301,JSS,North,port loko district council,8,AMAZONIAN BI LINGUAL SECONDARY SCHOOL MAMUSA 077836815 / 077,None,community
240803302,JSS,North,port loko district council,8,JS MANS MEMORIAL BATIST JUNIOR SECONDARY SCHOOL MALUMPOH,None,community
240901201,Primary,North,port loko district council,9,EVANGELICAL MODEL PRIMARY SCHOOL BENKIA,77277205,mission
240901203,Primary,North,port loko district council,9,AHMADIYYA MUSLIM PRIMARY SCHOOL KONTA LINE,79716170,mission
240901204,Primary,North,port loko district council,9,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL KUKUNA,099272686,government
240901205,Primary,North,port loko district council,9,ROMAN CATHOLIC PRIMARY SCHOOL MABAN KRA,080268609,community
240901206,Primary,North,port loko district council,9,ROMAN CATHOLIC PRIMARY SCHOOL MAGBEMGBEH MAGBEMGBEH,080216947,mission
240901207,Primary,North,port loko district council,9,UNITED METHODIST CHURCH PRIMARY SCHOOL MAMALIKIE MAMALIKIE,088466551,mission
240901208,Primary,North,port loko district council,9,ANSARUL ISLAMIC PRIMARY SCHOOL MAMOTTOR,099651475,government
240901209,Primary,North,port loko district council,9,ROMAN CATHOLIC PRIMARY SCHOOL MAROTO MAROTO,78059219,mission
240901210,Primary,North,port loko district council,9,UNITED METHODIST CHURCH PRIMARY SCHOOL ROKON MASIMERA,303792972,mission
240901211,Primary,North,port loko district council,9,ROMAN CATHOLIC PRIMARY SCHOOL MASINEH,076414454,mission
240901212,Primary,North,port loko district council,9,ROMAN CATHOLIC PRIMARY SCHOOL MASSWURR VILLAGE MASSAWURR,077249077,mission
240901213,Primary,North,port loko district council,9,ROMAN CATHOLIC PRIMARY SCHOOL MATMAINEH,76617253,mission
240901214,Primary,North,port loko district council,9,DISTRICT EDUCATION COMMITTEE BAPTIST PRIMARY SCHOOL NONKOBA,76542189,mission
240901215,Primary,North,port loko district council,9,ROMAN CATHOLIC PRIMARY SCHOOL ROKEL ROKEL,030377046,mission
240901216,Primary,North,port loko district council,9,KING FAHAD PRIMARY THONKLA MASIMERA ROSINT THONKLA,78328520,mission
240901217,Primary,North,port loko district council,9,ROMAN CATHOLIC PRIMARY SCHOOL ROTHEREN ROTHEREN,76991500,mission
240901218,Primary,North,port loko district council,9,ROMAN ATHOLI PRIMARY SCHOOL ROYEMA,76870647,government
240901220,Primary,North,port loko district council,9,EDUACTION HOPE ACADEMY ROKASSA,078719605,private
240901221,Primary,North,port loko district council,9,DISTRICT EDUCATION COMMITTEE PRI. SCHOOL,077902137,mission
240901301,JSS,North,port loko district council,9,GOVERNMENT JUNIOR SECONDARY SCHOOL KUMBUYA,088125915,mission
240901302,JSS,North,port loko district council,9,CATHOLIC JUNIOR SECONDARY SCHOOL MAGBEMGBEH,077713468,mission
240901303,JSS,North,port loko district council,9,EVANGELICAL JUNIOR SECONDARY ROTHEREN,079344430,mission
240901304,JSS,North,port loko district council,9,BREAD OF LIFE MAMLIKIE,None,mission
240902201,Primary,North,port loko district council,9,ROMAN CATHOLIC PRIMARY SCHOOL KONTA KUMA,76535830,mission
240902202,Primary,North,port loko district council,9,ROMAN CATHOLIC PRIMARY SCHOOL MAMANSO MAMANSO,88258281,mission
240902203,Primary,North,port loko district council,9,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL MAMOYOB,88113758,mission
240902205,Primary,North,port loko district council,9,KING FAHAD ISLAMIC PRIMARY SCHOOL ROBALLAN ROBALLAN,078019071,mission
240902206,Primary,North,port loko district council,9,KING FAHAD ISLAMIC PRIMARY SCHOOL ROBIKIE,088515020,mission
240902224,Primary,North,port loko district council,9,ROMAN CATHOLIC PRIMARY MATHALATINE,076803821,mission
240902227,Primary,North,port loko district council,9,ROMAN CATHOLIC PRIMARY,08873095,mission
240902228,Primary,North,port loko district council,9,COMMUNITY EDUCATION DEV MAMANGO MAMANGO,079542791,community
240902230,Primary,North,port loko district council,9,COMMUNITY DUCATION DISTRICT ROLAL MASEMBU,078809605,community
240902231,Primary,North,port loko district council,9,DIST EDUCATION COMMI PRIMARY,None,government
240902301,JSS,North,port loko district council,9,SAINT GEORGE JUNIIOR SECONDARY SCHOOL KONTA KUMA,76933914,community
240903201,Primary,North,port loko district council,9,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL KATICK,030008105,government
240903203,Primary,North,port loko district council,9,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL MADIMBOR,030332320,government
240903204,Primary,North,port loko district council,9,ROMAN CATHOLIC PRIMARY SCHOOL MAGBANA CONTEH,78457913,mission
240903205,Primary,North,port loko district council,9,EVANGELICAL MODEL PRIMARY SCHOOL MAGBANKAY MAGBANKAY,79534279,mission
240903206,Primary,North,port loko district council,9,COMMUNITY PRIMARY SCHOOL MAKALBEH,088898433,community
240903207,Primary,North,port loko district council,9,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL MAKERA,076620063,government
240903209,Primary,North,port loko district council,9,EVANGELICAL MODEL PRIMARY SCHOOL MASAKIE MASAKIE,076901735,mission
240903211,Primary,North,port loko district council,9,SAINT FRANCIS R.C PRIMARY SCHOOL MASIMERA TOWN MASIMERA,76857059,mission
240903212,Primary,North,port loko district council,9,EVANGELICAL MODEL PRIMARY SCHOOL MATHEMPRA MATHEMPRA,088500196,mission
240903213,Primary,North,port loko district council,9,ROMAN CATHOLIC PRIMARY SCHOOL MATUKU MATUKU,079401660,mission
240903214,Primary,North,port loko district council,9,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL MOYOMBO MOYOMBO,076680920,government
240903215,Primary,North,port loko district council,9,EVANGELICLA MODEL PRIMARY SCHOOL MAY0LLAL-LAL,088489587,mission
240903216,Primary,North,port loko district council,9,ROMAN CATHOLIC PRIMARY SCHOOL PATIFU DEEN,078611135,mission
240903219,Primary,North,port loko district council,9,ROMAN CATHOLIC PRIMARY SCHOOL ROKOLON,088323220,mission
240903221,Primary,North,port loko district council,9,AHMADIYYA MUSLIM PRIMARY SCHOOL ROYIBEN,78644870,mission
240903222,Primary,North,port loko district council,9,KING FAHAD ISLAMIC PRIMARY SCHOOL YONIPET YONIPET,088956032,mission
240903223,Primary,North,port loko district council,9,COMMUNITY EDUCATION PRIMARY MAKONTEH,078817151,community
240903225,Primary,North,port loko district council,9,BETHLEHEM PRIMARY SCHOOL ROFUTHA,None,community
240903301,JSS,North,port loko district council,9,SAINT ANTHONY OF PADUA SECONDARY SCHOOL MASIMERA,276841104,mission
240903302,JSS,North,port loko district council,9,MAYOLA ACADEMY JUNIOR SECONDARY MNAYOLLA LAL- RATON,078238590,community
240904101,Preschool,North,port loko district council,9,GO PRE-PRIMARY SCHOOL MASIAKA MASIAKA,077294824,mission
241001101,Preschool,North,port loko district council,10,SAINT PAUL PRE PRIMARY SCHOOL SENDUGU,030144608,mission
241001102,Preschool,North,port loko district council,10,CHILDREN WELFARE ECD CENTRE KANTIA,None,community
241001202,Primary,North,port loko district council,10,SIERRA LEONE MUSLIM BROTHERHOOH PRIMARY SCHOOL BANKRO,030070561,mission
241001203,Primary,North,port loko district council,10,CHILDREN WELFARE PRIMARY SCHOOL GBANEH GBANEH GBAK,76729773,community
241001204,Primary,North,port loko district council,10,ROMAN CATHOLIC PRIMARY SCHOOL GBANEH LONO,076888095,mission
241001205,Primary,North,port loko district council,10,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL GBOGBODO,76946333,government
241001206,Primary,North,port loko district council,10,KING FAHAD ISLAMIC PRIMARY SCHOOL GBONKO LIMBA,78770116,community
241001207,Primary,North,port loko district council,10,ANSARUL ISLAMIC PRIMARY SCHOOL KALANGBA,077405782,community
241001208,Primary,North,port loko district council,10,WESLEYAN CHURCH OF SIERRA LEONE(W.C.S.L) PRIMARY SCHOOL KAMATEH KAMATEH,078107441,mission
241001209,Primary,North,port loko district council,10,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL KAMATHALA KAMATHALA,079098174,government
241001210,Primary,North,port loko district council,10,ROMAN CATHOLIC PRIMARY SCHOOL KANORKIE KANORKIE,099388879,government
241001211,Primary,North,port loko district council,10,SAINT CHARLES ROMAN CATHOLIC PRIMARY KANTIA,079291105,mission
241001212,Primary,North,port loko district council,10,WESLEYAN PRIMARY SCHOOL KATIMPIE KATIMPIE,30577972,mission
241001213,Primary,North,port loko district council,10,ROMAN CATHOLIC PRIMARY SCHOOL KOMNEH,088050692,mission
241001214,Primary,North,port loko district council,10,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL LAYA LAYA,088412834,government
241001215,Primary,North,port loko district council,10,ROMAN CATHOLIC PRIMARY SCHOOL MABARRIE MABARRIE,099878072,mission
241001216,Primary,North,port loko district council,10,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL MABGOLONTH OR,76537803,mission
241001218,Primary,North,port loko district council,10,CHILDREN WELFARE PRIMARY SCHOOL MAKAYTAY MAKAYTAY,099298356,government
241001219,Primary,North,port loko district council,10,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL MAKELEKAS,030377295,community
241001222,Primary,North,port loko district council,10,WESLEYAN CHURCH OF SIERRA LEONE PRIMARY SCHOOL MAYAMA,077973553,mission
241001223,Primary,North,port loko district council,10,ROMAN CATHOLIC PRIMARY SCHOOL MENTHEN,88617118,mission
241001224,Primary,North,port loko district council,10,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL ROYEAMA,78329976,government
241001225,Primary,North,port loko district council,10,ROMAN CATHOLIC PRIMARY SCHOOL SENDUGU SENDUGU,76441411,mission
241001226,Primary,North,port loko district council,10,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL WONKIFOR,088371963,government
241001228,Primary,North,port loko district council,10,CHILDREN WELFARE PRIMARY SCHOOL MAYEAMIE MAYEAMIE,078-483238,mission
241001229,Primary,North,port loko district council,10,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL MALAL- MAGUTHIE,030-372400,government
241001230,Primary,North,port loko district council,10,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL MANKNEH,077890437,community
241001231,Primary,North,port loko district council,10,ROMAN CATHOLIC PRIMARY SCHOOL MANOUSE,088810155,mission
241001232,Primary,North,port loko district council,10,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL ROBAT,030790901,government
241001233,Primary,North,port loko district council,10,AHMADIYYA MUSLIM PRIMARY SCHOOL PETIFU,099915144,mission
241001234,Primary,North,port loko district council,10,SL ISALIMIC MISSION THOFORYIM,030774683,mission
241001301,JSS,North,port loko district council,10,BARMIN JUNIOR SECONDARY SCHOOL GBOGBODO GBOGBODO,088447403,community
241001302,JSS,North,port loko district council,10,FAITH EBANGELICAL MODEL JUNIOR SECONDARY SCHOOL KANTIA,076854362,mission
241001303,JSS,North,port loko district council,10,JOHN BUYA FOUNDATION JUNIOR SECONDARY SCHOOL KOMNEH,077647196,mission
241001304,JSS,North,port loko district council,10,AHMADIYYA JUNIRO SECONDARY SCHOOL MAGBOLONTOR,099915144,mission
241001305,JSS,North,port loko district council,10,SANDA MAGBOLONTHOR JUNIOR SECONDARY SCHOOL SENDUGU,099238126,community
241101202,Primary,North,port loko district council,11,EVANGELICAL MODEL PRIMARY SCHOOL(EMPS) BOMBEH BOMBEH,099989523,mission
241101203,Primary,North,port loko district council,11,EVANGELICAL MODEL PRIMARY SCHOOL LUNGI,077308287,mission
241101204,Primary,North,port loko district council,11,EVANGELICAL MODEL PRIMARY SCHOOL MAFONIKAY,077423621,mission
241101206,Primary,North,port loko district council,11,EVANGELICAL MODEL PRIMARY SCHOOL MAKASSIE,88794605,mission
241101207,Primary,North,port loko district council,11,ROMAN CATHOLIC PRIMARY SCHOOL MARON,088210605,mission
241101208,Primary,North,port loko district council,11,KHULAFAI RASHIDEEN PRIMARY SCHOOL MASONGO TMS MASONGO,77889643,mission
241101230,Primary,North,port loko district council,11,EVANGELICAL MODEL PRIMARY SCHOOL MAGBATH,088982033,mission
241101231,Primary,North,port loko district council,11,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL GBERAY BANA,088649814,government
241101232,Primary,North,port loko district council,11,MOVEMENT OF FAITH,088005418,mission
241101301,JSS,North,port loko district council,11,BAI FARAMA JUNIOR SECONDARY SCHOOL MARON,088469431,community
241101331,JSS,North,port loko district council,11,SHAKA KANU MEM. ISL. JUNIOR SEC. SCHOOL ROBAKA,099606457,mission
241101332,JSS,North,port loko district council,11,MOVEMENT OF FAITH JUNIOR SEC. SCHOOL ROGBANEH,077316836,mission
241102101,Preschool,North,port loko district council,11,CIDS PRE-SCHOOL MAKAMA,088823836,private
241102205,Primary,North,port loko district council,11,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOO KAKUTH,030114206,government
241102206,Primary,North,port loko district council,11,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL KAMBIA MAKAMA,077280872,mission
241102207,Primary,North,port loko district council,11,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL KONIKAY,30175177,government
241102209,Primary,North,port loko district council,11,MOVEMENT OF FAITH PRIMARY SCHOOL MALEKURAY,30349024,mission
241102210,Primary,North,port loko district council,11,ROMAN CATHOLIC PRIMARY SCHOOL MALEKURAY,077731612,mission
241102212,Primary,North,port loko district council,11,ROMAN CATHOLIC PRIMARY SCHOOL MASANGBAN MASANGBAN,077917354,mission
241102213,Primary,North,port loko district council,11,DISTRICT COUNCIL PRIMARY SCHOOL MASINEH,88146569,government
241102214,Primary,North,port loko district council,11,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL ROBAKA,099321691,mission
241102215,Primary,North,port loko district council,11,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL ROBAT,030649406,government
241102216,Primary,North,port loko district council,11,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOLS ROSINT MAKAMA,77958568,government
241102217,Primary,North,port loko district council,11,MOVEMENT OF FAITH ISLAMIC PRIMARY SCHOOL ROBANKA,030391368,mission
241102218,Primary,North,port loko district council,11,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL ROGBONGHA,030-351413,government
241102219,Primary,North,port loko district council,11,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL MAGBAPSA,088863642,government
241102220,Primary,North,port loko district council,11,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL ROBOMP,077213378,government
241102301,JSS,North,port loko district council,11,EVANGELICAL JUNIOR SECONDARY SCHOOL KAMBIA MAKAMA,077830952,mission
241102302,JSS,North,port loko district council,11,MOVEMENT OF FAITH ISLAMIC SECONDARY SCHOOL JUNIOR MALEKURAY,76220227,government
241102303,JSS,North,port loko district council,11,ROMAN CATHOLIC JUNIOR SECONDARY SCHOOL MASANGBAN,088948772,mission
250101201,Primary,North,tonkolili district council,1,SEVENTH DAY ADVENTIST PRIMARY SCHOOL MABANKRA,076461662,mission
250101202,Primary,North,tonkolili district council,1,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL MABARR LINE MABARR LINE,030633616,mission
250101203,Primary,North,tonkolili district council,1,ROMAN CATHOLIC PRIMARY SCHOOL MABARR POLI MABARR POLI,76594691,mission
250101204,Primary,North,tonkolili district council,1,ROMAN CATHOLIC PRIMARY SCHOOL MABURA MABURA,78703851,mission
250101205,Primary,North,tonkolili district council,1,TONKOLILI DISTRICT COUNCIL PRIMARY SCHOOL MAGBOKEH MAGBOKEH,None,government
250101206,Primary,North,tonkolili district council,1,SEVENTH DAY ADVENTIST PRIMARY SCHOOL MAGBOLUBANA,76924029,mission
250101207,Primary,North,tonkolili district council,1,SIERRA LEONE MUSLIM COMMUNITY MISSION MAKARGBO MAKARGBO,76283330,mission
250101208,Primary,North,tonkolili district council,1,BENEVOLENT ISLAMIC PRIMARY SCHOOL MAKONTEH,76788857,mission
250101209,Primary,North,tonkolili district council,1,ROMAN CATHOLIC PRIMARY SCHOOL MAMANO MAMANO,030330445,mission
250101210,Primary,North,tonkolili district council,1,TONKOLILI DISTRICT COUNCIL PRIMARY SCHOOL MARAKA,76900591,government
250101211,Primary,North,tonkolili district council,1,SEVENTH DAY ADVENTIST PRIMARY SCHOOL MATAMP,078686423,mission
250101212,Primary,North,tonkolili district council,1,BENEVOLENT ISLAMIC PRIMARY SCHOOL MAYAMBA MABOMBOR,76563971,mission
250101213,Primary,North,tonkolili district council,1,UNITED METHODIST CHURCH PRIMARY SCHOOL PETIFU MASORIE,078251556,mission
250101214,Primary,North,tonkolili district council,1,SEVENTH DAY ADVENTIST PRIMARY SCHOOL PETIFU MAYAPOH,076517238,mission
250101215,Primary,North,tonkolili district council,1,SEVENTH DAY ADVENTIST PRIMARY SCHOOL ROTHAWA,78363664,mission
250101216,Primary,North,tonkolili district council,1,ROMAN CATHOLIC PRIMARY SCHOOL ROYAIMA,078167106,mission
250101217,Primary,North,tonkolili district council,1,BENEVOLENT ISLAMIC PRIMARY SCHOOL YANKASSA/MAR UBA,076556938,mission
250102201,Primary,North,tonkolili district council,1,BENEVOLENT ISLAMIC PRIMARY SCHOOL MABEROH,030084433,mission
250102202,Primary,North,tonkolili district council,1,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL MAFORABIE,077911132,mission
250102203,Primary,North,tonkolili district council,1,ROMAN CATHOLIC PRIMARY SCHOOL MAGBUNEH MAGBUNEH,079406567,mission
250102204,Primary,North,tonkolili district council,1,ROMAN CATHOLIC PRIMARY SCHOOL MAKANDEH,088832906,mission
250102205,Primary,North,tonkolili district council,1,SEVENTH DAY ADVENTIST PRI SCHOOL MAKOMP,76864446,mission
250102206,Primary,North,tonkolili district council,1,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL MASAKONG,78238606,mission
250102207,Primary,North,tonkolili district council,1,UNITED METHODIST CHURCH PRIMARY SCHOOL MANSUMANA MASUMANA,078285235,mission
250102208,Primary,North,tonkolili district council,1,KHULAFAI RASHIDEEN ISLAMIC PRIMARY SCHOOL MATAK MATAK,077360929,mission
250102209,Primary,North,tonkolili district council,1,BENEVOLENT ISLAMIC PRIMARY SCHOOL MAWORKO,078840787,community
250102210,Primary,North,tonkolili district council,1,ROMAN CATHOLIC PRIMARY SCHOOL MAYESSIE MAYESSIE,76994714,mission
250102211,Primary,North,tonkolili district council,1,YOUNG MUSLIM PRIMARY SCHOOL ROGBANGBA,077550853,mission
250102212,Primary,North,tonkolili district council,1,SEVENTH DAY ADVENTIST PRIMARY SCHOOL ROWAITOR,76006844,mission
250102213,Primary,North,tonkolili district council,1,SEVENTH DAY ADVENTIST PRIMARY SCHOOL WALBANA,None,mission
250102214,Primary,North,tonkolili district council,1,ROMAN CATHOLIC PRIMARY SCHOOL WAREMA WAREMA,76233378,mission
250102215,Primary,North,tonkolili district council,1,ROMAN CATHOLIC PRIMARY SCHOOL YEBEN,076826233,mission
250102218,Primary,North,tonkolili district council,1,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL PETIFU YEBEN,076215415,mission
250102301,JSS,North,tonkolili district council,1,LORDS MISSION AGRICULTURAL JUNIOR SECONDARY SCHOOL MANSUNANA,030352266,mission
250103102,Preschool,North,tonkolili district council,1,WOMAN FOR WOMAN ELEMENTARY PRE- SCHOOOL YELE,088014075,private
250103103,Preschool,North,tonkolili district council,1,AHMADIYA PRE-PRIMARY SCHOOL YELE,078434026,mission
250103104,Preschool,North,tonkolili district council,1,SEVENTH DAY ADVENTIST PRE-PRIMARY SCHOOL YELE TOWN,076625689,mission
250103201,Primary,North,tonkolili district council,1,BENEVOLENT ISLAMIC PRIMARY SCHOOL GBONKOLENKE N,78537450,mission
250103202,Primary,North,tonkolili district council,1,ROMAN CATHOLIC PRIMARY SCHOOL YELE GBONKOLENKE N,76427576,mission
250103203,Primary,North,tonkolili district council,1,SIERRA LEONE MUSLIM BROTHERHOOD YELE GBONKOLENKE N,76458525,mission
250103204,Primary,North,tonkolili district council,1,SEVENTH DAY ADVENTIST PRIMARY SCHOOL KOMRABAI,076426215,mission
250103205,Primary,North,tonkolili district council,1,SEVENTH DAY ADVENTIST PRIMARY SCHOOL MAFAY,079627479,mission
250103206,Primary,North,tonkolili district council,1,SEVENTH DAY ADVENTIST PRIMARY SCHOOL MAGBANOKO,76201192,mission
250103207,Primary,North,tonkolili district council,1,AHMADIYYA MUSLIM PRIMARY SCHOOL MAKORYA,78654155,mission
250103208,Primary,North,tonkolili district council,1,AHMADIYYA MUSLIM PRIMARY SCHOOL MANOWO,078586715,mission
250103209,Primary,North,tonkolili district council,1,SEVENTH DAY ADVENTIST PRIMARY SCHOOL MANOWO,099250628,mission
250103210,Primary,North,tonkolili district council,1,ROMAN CATHOLIC PRI SCHOOL PETIFU MAYAWAH,76479048,mission
250103212,Primary,North,tonkolili district council,1,BENEVOLENT ISLAMIC PRIMARY SCHOOL ROYAMA LINE,76218496,mission
250103213,Primary,North,tonkolili district council,1,AHMADIYYA MUSLIM PRIMARY SCHOOL YELE,76193926,mission
250103214,Primary,North,tonkolili district council,1,SEVENTH DAY ADVENTIST PRIMARY SCHOOL YELE,76625689,mission
250103216,Primary,North,tonkolili district council,1,ROBIS COMMUNITY PRIMARY SCHOOL ROBIS LINE,088862094,community
250103218,Primary,North,tonkolili district council,1,UMAR BUNUN KHATHAAB ISLAMIC PRIMARY SCHOOL YELE TOWN,030179341,mission
250103301,JSS,North,tonkolili district council,1,SEVENTH DAY ADVENTIST JUNIOR SECONDARY SCHOOL YELE GBONKOLENKE N,78644022,mission
250103302,JSS,North,tonkolili district council,1,BENEVOLENT ISLAMIC SECONDARY SCHOOL YELE,76535032,mission
250103401,SSS,North,tonkolili district council,1,SEVENTH DAY ADVENTIST SENIOR SECONDAY SCHOOL YELE,78644022,mission
250104201,Primary,North,tonkolili district council,1,SIERRA LEONE MUSLIM COMMUNITY PRI. SCHOOL. LUNGI TAIMA,099893763,mission
250104202,Primary,North,tonkolili district council,1,CHRIST THE GOOD SHEPARD PRI. SCHOOL MABETY,099818803,government
250104203,Primary,North,tonkolili district council,1,AHMADIYYA MUSLIM PRIMARY SCHOOL MAGBAMA,79188296,community
250104204,Primary,North,tonkolili district council,1,ROMAN CATHOLIC PRIMARY SCHOOL MAKELLEH MAKELLEH,076338820,mission
250104205,Primary,North,tonkolili district council,1,ROMAN CATHOLIC PRI SCHOOL MAKERA KONTA MAKERA KONTA,076939241,mission
250104206,Primary,North,tonkolili district council,1,ST. PETER ROMAN CATHOLIC PRIMARY SCHOOL MAKONKORIE,78231534,mission
250104207,Primary,North,tonkolili district council,1,COMMUNITY PRIMARY SCHOOL MATHOMBO,78295363,community
250104208,Primary,North,tonkolili district council,1,BENEVOLENT ISLAMIC PRIMARY SCHOOL MAWOLMAN,78561680,mission
250104209,Primary,North,tonkolili district council,1,BENEVOLENT ISLAMIC PRIMARY SCHOOL MAYAPOH,78440173,mission
250104210,Primary,North,tonkolili district council,1,ROMAN CATHOLIC PRIMARY SCHOOL MAYAPOI MAYAPOH,076749966,mission
250104211,Primary,North,tonkolili district council,1,SEVENTH DAY ADVENTIST PRIMARY SCHOOL MAYAPOH,76420363,mission
250104212,Primary,North,tonkolili district council,1,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL. ROMAKORO,099272231,mission
250104213,Primary,North,tonkolili district council,1,ROMAN CATHOLIC PRIMARY SCHOOL ROSARR ROSARR,79047340,mission
250104214,Primary,North,tonkolili district council,1,SIERRA LEONE MUSLIM BROTHERHOOD TIAMA LUNGI TAIMA LUNGI,088633514,mission
250104301,JSS,North,tonkolili district council,1,GBONKOLENKEN CHRISTIAN HIGH JUNIOR SECONDARY SCHOOL MAKONKORIE,088510554,mission
250201201,Primary,North,tonkolili district council,2,TONKOLILI DISTRICT COUNCIL PRIMARY SCHOOL BOMBEH KAFE BOMBEH KAFE,0301000817,community
250201202,Primary,North,tonkolili district council,2,MARANATHA PENTICOSTAL MISSION PRIMARY SCHOOL GBAFAYA,076069235,mission
250201203,Primary,North,tonkolili district council,2,BENEVOLENT ISLAMIC PRIMARY SCHOOL KAFE SIMIRA,76720673,community
250201204,Primary,North,tonkolili district council,2,SEVENTH DAY ADVENTIST PRIMARY SCHOOL KALMAROH CHAINDAREN,None,community
250201205,Primary,North,tonkolili district council,2,BENEVOLENT PRIMARY SCHOOL KAMARUGU KAMARUGU,88561133,mission
250201206,Primary,North,tonkolili district council,2,TONKOLILI DISTRICT COUNCIL PRIMARY SCHOOL MABOI BANA,88513710,community
250201207,Primary,North,tonkolili district council,2,BENEVOLENT ISLAMIC PRIMARY SCHOOL MAGBFIRA,078038849,community
250201208,Primary,North,tonkolili district council,2,MARANATHA PENTECOSTAL MISSION PRIMARY SCHOOL MAKONTEH,77820960,community
250201209,Primary,North,tonkolili district council,2,TONKOLILI DISTRICT COUNCIL PRIMARY SCHOOL MARANDA MARANDA,76700358,government
250201210,Primary,North,tonkolili district council,2,TONKOLILI DISTRICT COUNCIL PRIMARY SCHOOL MASORIE KAFE MASORIE KAFE,088025507,community
250201211,Primary,North,tonkolili district council,2,MARANATHAN PENTECOSTAL MISSION PRIMARY SCHOOL MASUMBIRIE,76799233,mission
250201212,Primary,North,tonkolili district council,2,TONKOLILI DISTRICT COUNCIL PRIMARY SCHOOL NEREKORO,78372195,government
250201213,Primary,North,tonkolili district council,2,SEVENTH DAY ADVENTIST PRIMARY SCHOOL ROBANG,77437519,community
250201214,Primary,North,tonkolili district council,2,TONKOLILI DISTRICT COUNCIL PRIMARY SCHOOL ROYAMA,088963374,community
250201215,Primary,North,tonkolili district council,2,TONKOLILI DISTRICT COUNCIL PRIMARY SCHOOL YINAYA,78669457,government
250201216,Primary,North,tonkolili district council,2,SIERRA LEONE MUSLIM BROTHERHOOD PETIFU KAFE,088212653,mission
250201217,Primary,North,tonkolili district council,2,BENEVOLENT ISLAMIC PRIMARY SCHOOL SOKOYA,088839183,community
250201218,Primary,North,tonkolili district council,2,ROMAN CATHOLIC PRIMARY SCHOOL MAKELFA,030579746,mission
250201220,Primary,North,tonkolili district council,2,TONKOLILI DISTRICT COUNCIL PRIMARY SCHOOL KUNIBAYA,076757830,government
250201301,JSS,North,tonkolili district council,2,MODEL JUNIOR SECONDARY SCHOOL MASUMBIRIE,088404524,mission
250202102,Preschool,North,tonkolili district council,2,TONKOLILI DISTRICT COUNCIL PRE-PRIMARY SCHOOL,088585902,government
250202103,Preschool,North,tonkolili district council,2,SEVENTH DAY ADVENTIST PRE-SCHOOL,030971352,mission
