emis_num,level,region,council,chfdom,school_name,town_name,phone,owner
311301301,JSS,South,bo district council,13,Achievers International Academy Junior Secondary,Njagbla,076590633,private
311301302,JSS,South,bo district council,13,Oaks Community Junior Secondary School Mendewa,Layout,076448956,community
311301303,JSS,South,bo district council,13,Haikal Academy School,Sammie 1,076645457,mission
311301304,JSS,South,bo district council,13,Zenith International Academy,Samie,078164410,mission
311301305,JSS,South,bo district council,13,The Islamic Secondary School Kulafai Rashideen Mission,Kendeyeila,None,mission
311301306,JSS,South,bo district council,13,New Harvest Academy Junior Secondary School,Bo,076579278,mission
311301307,JSS,South,bo district council,13,Tikonko Ahmadiyya Junior Secondary School,Bo,078555198,mission
311301308,JSS,South,bo district council,13,Experimental Junior Secondary School,Torwama,076797021,community
311301309,JSS,South,bo district council,13,Ebic Academy Junior Secondary School,Mendewa Layout,076797848,mission
311301310,JSS,South,bo district council,13,Forum For African Women Educationalist Junior Secondary School,Tinkonko,076423743,community
311301312,JSS,South,bo district council,13,Kate Mcgrath Girls Secondary School,Gbuabu,078446794,private
311301316,JSS,South,bo district council,13,Tikonko Secondary School Tikonko,Tikonoko,077536764,mission
311301317,JSS,South,bo district council,13,Sos Hermann Gmeiner International School,Torwama,None,private
311301318,JSS,South,bo district council,13,World Of Life Jss,Sami Iii,088520025,mission
311301319,JSS,South,bo district council,13,St. Albert De Great Junior Secondary School,Njagbla,078795162,community
311301320,JSS,South,bo district council,13,Jonathans Child Care Junior Secondary School,Old Mattru Road,076897776,mission
311301321,JSS,South,bo district council,13,Madina Islamic Secondary School,null,076781959,mission
311301322,JSS,South,bo district council,13,Islamic Junior Secondary School,null,078757979,mission
311301401,SSS,South,bo district council,13,Islamic Senior Secondary School,Kulafa Bo,078757979,mission
311301402,SSS,South,bo district council,13,New Harvest Academy Senior Secondary School,Bo,76579278,community
311301403,SSS,South,bo district council,13,Btc Experimental Senior Sec. Sch.,Torwama,076797021,community
311301404,SSS,South,bo district council,13,Kate Mcgrath Girls Sec. Sch.,Gbomobu,076292252,private
311301405,SSS,South,bo district council,13,Zenith International Academy School,Sami Village,078164410,private
311301406,SSS,South,bo district council,13,Abdul Tawaib Haikal Academy Bo,Gborbu,076645457,mission
311301407,SSS,South,bo district council,13,Sos Herman Gmeiner International School,Torwama,079190348,private
311302102,Preschool,South,bo district council,13,Saint Agustine'S Services Pre School,Gondama,079143061,mission
311302201,Primary,South,bo district council,13,Sierra Leone Muslim Brotherhood Primary,Baoma Morku,78956495,government
311302203,Primary,South,bo district council,13,Ansural Primary,Gondama,076569609,mission
311302204,Primary,South,bo district council,13,Every Nation Academy Primary School,Gondama,076237120,mission
311302205,Primary,South,bo district council,13,Sluim Primary,Gondama,76551493,mission
311302208,Primary,South,bo district council,13,Roman Catholic Primary School,Magbema,088305131,mission
311302209,Primary,South,bo district council,13,Sierra Leone Muslim Brotherhood Primary School Magbema,Magbema,076119429,mission
311302210,Primary,South,bo district council,13,Ansarul Islamic Primary,Majihun,076886553,mission
311302211,Primary,South,bo district council,13,Kankaylay Islamic Primary School,Ngandorhun,79339793,mission
311302212,Primary,South,bo district council,13,Methodist Primary School,Ngolahun,76883935,mission
311302213,Primary,South,bo district council,13,Slymm Primary,Ngolahun,076990252,mission
311302214,Primary,South,bo district council,13,Sierra Leone Muslim Brotherhood Primary,Yengesa,078512708,mission
311302217,Primary,South,bo district council,13,Ahmadiyya Muslim Primary School,Samie,078446490,mission
311302220,Primary,South,bo district council,13,Hamza Islamic Primary School,null,076796099,mission
311302301,JSS,South,bo district council,13,Tikonko Community J.S.S,Gondama,None,community
311302401,SSS,South,bo district council,13,Tinkonko Community Senior Secondary School,Gondama,078651575,community
311303101,Preschool,South,bo district council,13,Every Nation Prschool,Gondama,078408980,mission
311303202,Primary,South,bo district council,13,American Calvary Baptist Church Primary School,Kassama,76230811,government
311303204,Primary,South,bo district council,13,Methodist Primary,Njagbema,76468451,mission
311303205,Primary,South,bo district council,13,Methodist Primary School,Nyadiama,78152469,mission
311303207,Primary,South,bo district council,13,Ansarul Islamic Primary,Sembeh,76444875,mission
311303208,Primary,South,bo district council,13,Slymm Primary School,Sembehun,76880221,mission
311303209,Primary,South,bo district council,13,Slymm Primary,Sembehun,076575275,mission
311303211,Primary,South,bo district council,13,Ansural Islamic Primary,Tuba,076482084,mission
311303212,Primary,South,bo district council,13,Kankaylay Islamic Primary,Esmbehun,079446780,mission
311303302,JSS,South,bo district council,13,Kankalay Islamic J.S.S.,Sembehun,078540053,mission
311401201,Primary,South,bo district council,14,Ahmadiyya Muslim Primary,Baomahun,78570965,mission
311401202,Primary,South,bo district council,14,Community Development Primary,Baomahun,079403869,community
311401204,Primary,South,bo district council,14,Roman Catholic Primary,Foya,79206182,mission
311401205,Primary,South,bo district council,14,Aladura Primary,Giema,078634382,mission
311401206,Primary,South,bo district council,14,Roman Catholic Primary,Gorahun,79959279,mission
311401207,Primary,South,bo district council,14,Bo District Education Committee Primary,Gumahun,76282518,government
311401208,Primary,South,bo district council,14,Bo District Education Committee Primary School,Jallo,076333882,government
311401210,Primary,South,bo district council,14,Ahmadiyya Muslim Primary School Kenema,Blango,079478002,mission
311401211,Primary,South,bo district council,14,Kortuhun Primary School,Kortuhun,078785579,community
311401213,Primary,South,bo district council,14,Islamic Call Society Primary,Kpewama,None,mission
311401214,Primary,South,bo district council,14,United Methodist Church Primary,Kpewama,0787722812,mission
311401215,Primary,South,bo district council,14,Bo District Education Committee Primary School,Kpuabu,78715799,government
311401216,Primary,South,bo district council,14,Sierra Leone Church Primary,Kpukimbu,78651993,mission
311401217,Primary,South,bo district council,14,Roman Catholic Primary,Kundorma,078155488,government
311401218,Primary,South,bo district council,14,Ahmadiyya Muslim Primary,Mandu,76401481,mission
311401219,Primary,South,bo district council,14,Roman Catholic Primary,Mandu,79073622,mission
311401220,Primary,South,bo district council,14,Bo District Education Committee Primary,Monghere,78689449,government
311401221,Primary,South,bo district council,14,United Methodist Church Primary,Monghere,78198708,mission
311401223,Primary,South,bo district council,14,Roman Catholic Primay,Njopowahun,79611400,mission
311401224,Primary,South,bo district council,14,Bo District Education Committee Primary,Nyandehun,078045708,government
311401225,Primary,South,bo district council,14,Bo District Education Committee Primary,Pelewahun,78345620,government
311401226,Primary,South,bo district council,14,Samuel Hinga Norman Primary,Pelewahun,076328195,community
311401228,Primary,South,bo district council,14,Roman Catholic Primary,Sengima,078339401,mission
311401230,Primary,South,bo district council,14,Roman Catholic Primary,Yambama,079437313,mission
311401231,Primary,South,bo district council,14,Bo District Education Committee Primary School,Kpetema,None,government
311401232,Primary,South,bo district council,14,Pujehun Community Primary School,Pujehun,078105886,community
311401233,Primary,South,bo district council,14,Bo District Education Committee Primary Sch.,Njagbema,078401306,government
311401234,Primary,South,bo district council,14,Ahmadiyya Muslim Primary Sch.,Kougokpa,None,mission
311401301,JSS,South,bo district council,14,Government Secondary School,Koyeima,076851305,government
311401302,JSS,South,bo district council,14,Ahmadiyya Muslim Junior Secondary School,Mandu,079009492,mission
311401303,JSS,South,bo district council,14,Community Junior Secondary School,Baomahun,079897389,community
311401401,SSS,South,bo district council,14,Government Secondary School,Koyeima,76588646,government
311501201,Primary,South,bo district council,15,Bo District Education Committee Primary School,Bathurst,76924786,government
311501202,Primary,South,bo district council,15,Bo District Education Committee Primary School,Gboyama,076597580,government
311501203,Primary,South,bo district council,15,Bo District Education Committee Primary School,Kambawama,76909061,government
311501204,Primary,South,bo district council,15,Ahmadiyya Muslim Primary School,Konia,76776099,government
311501205,Primary,South,bo district council,15,Bo District Education Committee Primary School,Niagorehun,078838069,government
311501206,Primary,South,bo district council,15,Bo District Education Committee Primary School,Njala One,78743830,government
311501207,Primary,South,bo district council,15,Bo District Education Committee Primary School,Pelewahun,079435291,government
311501208,Primary,South,bo district council,15,Bo District Education Committee Primary School,Yawaju,76909061,government
311501209,Primary,South,bo district council,15,Bo District Education Committee Kpuawala,Wonde,078700468,community
311501210,Primary,South,bo district council,15,Islamic Call Society Primary Sch.,Yengema,079959340,mission
311501301,JSS,South,bo district council,15,Kankalay Islamic J.S.S,Gboyama,078776957,mission
311501302,JSS,South,bo district council,15,Kargboi Junior Secondary School,Bathurst,076645069,community
311501303,JSS,South,bo district council,15,Every Nation Academy J.S.S.,Kambawama,078201046,mission
319101101,Preschool,South,bo city council,91,Bartha Leader Pre - School United Methodist Church,Bo,076595921,mission
319101103,Preschool,South,bo city council,91,Dorcas Pre- School,Bo,078097353,mission
319101104,Preschool,South,bo city council,91,Huzzy Preparatory School 10 Tawa Street,Bo,76968711,private
319101105,Preschool,South,bo city council,91,Lady Dorman Pre - School,Bo,76212623,government
319101106,Preschool,South,bo city council,91,Lina Pre - School,Bo,76795421,private
319101108,Preschool,South,bo city council,91,Saint Monica Pre- School C/O St. Francis Compound,Bo,76645628,mission
319101111,Preschool,South,bo city council,91,Ummatul Islamic Pre- Primary School,Bo,76549440,mission
319101114,Preschool,South,bo city council,91,United Brethen In Christ Eberly Pre- School Moriba,Bo,76642496,mission
319101116,Preschool,South,bo city council,91,Florence Pre - School,Bo City,078186555,private
319101118,Preschool,South,bo city council,91,Islamic Call Society Pre-Primary School,Bo Bo City,88538206,private
319101119,Preschool,South,bo city council,91,Gateway International Academy,Bo,76439191,private
319101123,Preschool,South,bo city council,91,Jennifer Gibson Memorial Pre-School,Mission Road,076650359,mission
319101125,Preschool,South,bo city council,91,Vision Academy Pre Primary,Bo,078882200,community
319101126,Preschool,South,bo city council,91,Ali Nazir Pre-Primary,Bo,076237691,mission
319101127,Preschool,South,bo city council,91,United Council Of Imams Pre School,New Site,076876061,mission
319101132,Preschool,South,bo city council,91,Harvest Time Childhood Centre Pre School,Bo City,076558017,mission
319101134,Preschool,South,bo city council,91,Mother'S Union Pre-School,Bo,077882303,mission
319101135,Preschool,South,bo city council,91,Amazing Grace International Grammar School,Kandeh Town,078156569,community
319101136,Preschool,South,bo city council,91,New Life International Pre-Academy School,null,088456609,mission
319101138,Preschool,South,bo city council,91,First Baptist Per-School,null,None,mission
319101139,Preschool,South,bo city council,91,Blessed Academy Preparatory School,null,076822114,private
319101141,Preschool,South,bo city council,91,Halkal Academy Pre-School,null,078343940,private
319101142,Preschool,South,bo city council,91,Tonylice Pre-School,null,076716971,community
319101143,Preschool,South,bo city council,91,Iassac B. Coker Pre-School,null,076579544,private
319101202,Primary,South,bo city council,91,Holy Rosary Primary School,Bo,76650774,mission
319101203,Primary,South,bo city council,91,Lina Primary School  Bo # 2 Extension,Bo,076903698,private
319101204,Primary,South,bo city council,91,Martin Luther Primary School,Bo,076798860,mission
319101205,Primary,South,bo city council,91,Namya Islamic Primary School,Bo ( Upper ),76252306,mission
319101206,Primary,South,bo city council,91,Namya Islamic Primary School,Bo,079084419,mission
319101208,Primary,South,bo city council,91,Paul School For The Blind,Bo,078343962,government
319101209,Primary,South,bo city council,91,Seventh Day Adventist Primary School,Bo,76644634,mission
319101210,Primary,South,bo city council,91,Young Musilm Primary,Bo,076433063,mission
319101211,Primary,South,bo city council,91,National Pentecostal Primary School,Bo City,76653161,mission
319101213,Primary,South,bo city council,91,Church Of Christ Primary School,Lower Bo City,078784219,mission
319101214,Primary,South,bo city council,91,Ahmadiyya Muslim Primary School,Bo City,76776100,mission
319101215,Primary,South,bo city council,91,Ahmadiyya Muslim Primary School,Bo City,78633966,mission
319101217,Primary,South,bo city council,91,Dorcas Primary School,Bo City,76906088,mission
319101218,Primary,South,bo city council,91,Florence Preparatory School,Bo City,076438411,private
319101219,Primary,South,bo city council,91,Forum For African Women Educationist Primary School For Girls,Bo City,076861067,government
319101222,Primary,South,bo city council,91,Islamic Welfare Union Primary School,Bo City,076822875,mission
319101223,Primary,South,bo city council,91,Methodist Primary,Bo City,076924912,mission
319101224,Primary,South,bo city council,91,Quaranic Education Primary School For Girls,Bo City,076845935,mission
319101225,Primary,South,bo city council,91,Quranic Education Primary School For Boys,Bo City,76763420,mission
319101226,Primary,South,bo city council,91,Saint Peter'S Primary School,Bo City,76645470,mission
319101228,Primary,South,bo city council,91,Sierra Leone Church Lower Primary,Bo City,76336832,mission
319101229,Primary,South,bo city council,91,Sierra Leone Church Primary School,Bo City,76653196,mission
319101230,Primary,South,bo city council,91,Ummatuc Primary,Bo City,076632166,mission
319101231,Primary,South,bo city council,91,Ummatul Islamic Primary School,Bo City,030386735,mission
319101235,Primary,South,bo city council,91,United Methodist Primary School,Bo City,76809255,mission
319101236,Primary,South,bo city council,91,Young Muslim Primary School,Bo City,076678411,mission
319101239,Primary,South,bo city council,91,Ansarul Islamic Primary School,Bo -City,76651268,mission
319101240,Primary,South,bo city council,91,United Methodist Church Primary,Manjama,076359690,mission
319101241,Primary,South,bo city council,91,Gateway International Academy Primary School,Bo,076439191,private
319101242,Primary,South,bo city council,91,Tonylice Divine Primary School,Bo No.2 Extension,076716971,community
319101245,Primary,South,bo city council,91,St. Clair Primary School,Bo City,076547940,mission
319101249,Primary,South,bo city council,91,Hope Royal College,Bo,078589778,private
319101253,Primary,South,bo city council,91,Home Economics Center 11,Bo,076645551,government
319101254,Primary,South,bo city council,91,Islamic Call Society Primary School,Bo,076658468,mission
319101255,Primary,South,bo city council,91,Bo District Education Committee Primary School,Bo Town,076965393,government
319101257,Primary,South,bo city council,91,Bdec Primary School,Njai Town,076449175,government
319101258,Primary,South,bo city council,91,United Council Of Imams,Bo,076876061,mission
319101259,Primary,South,bo city council,91,Vision Academy Primary,null,078882200,community
319101260,Primary,South,bo city council,91,First Baptist Pre Primary School,Bo Town,078014849,mission
319101261,Primary,South,bo city council,91,Faith Modern Academy,null,076894064,private
319101262,Primary,South,bo city council,91,New Life International Academy Primary School,null,076729139,mission
319101264,Primary,South,bo city council,91,Harvest Time Childhood Development Primary School,null,076642542,mission
319101265,Primary,South,bo city council,91,Zenith International Academy Primaty,Bo,None,private
319101266,Primary,South,bo city council,91,Zahara Islamic Primary School,Bo,078614656,community
319101302,JSS,South,bo city council,91,Kakua Govt. Jss,null,None,government
319101303,JSS,South,bo city council,91,Queen Of The Holy Rosary Junior Secondary School,Bo,076639799,mission
319101304,JSS,South,bo city council,91,Nusrat Jahan Ahmadiyya Muslim Girls Secondary School,Bo City,076899043,mission
319101305,JSS,South,bo city council,91,Hope Royal College,Bo,078589778,government
319101306,JSS,South,bo city council,91,Abdel Nasser Junior Secondary School,Bo,088635697,mission
319101307,JSS,South,bo city council,91,Dorcas Academy Junior Secondary School,Bo,076877277,mission
319101308,JSS,South,bo city council,91,Bo Commercial Junior Secondary School,Bo City,076644075,mission
319101309,JSS,South,bo city council,91,Gateway International Academy Junior Secondary School,Bo,076439191,private
319101310,JSS,South,bo city council,91,Christ The King College,Bo,076625991,mission
319101311,JSS,South,bo city council,91,The Islamic Junior Secondary School,Bo,078614811,mission
319101312,JSS,South,bo city council,91,The Awada Junior Secondary School,Bo,None,private
319101313,JSS,South,bo city council,91,Ummatul Islamic Junior Secondary School,Bo City,030530449,mission
319101314,JSS,South,bo city council,91,Ahalul Bayt Islamic Junior Secondary School,Bo,None,mission
319101315,JSS,South,bo city council,91,Islamic Call Society Secondary School,B0 City,076543116,mission
319101316,JSS,South,bo city council,91,Faith Modern Academy,Bo,076894064,private
319101317,JSS,South,bo city council,91,Saint Paul'S Anglican Junior Secondary School,Bo,23276644075,government
319101318,JSS,South,bo city council,91,Tahir Ahmadiyya Junior Secondary School,Bo,076650443,mission
319101319,JSS,South,bo city council,91,Devotional Lutheran Junior Secondary School,Bo,076987535,mission
319101321,JSS,South,bo city council,91,Florence Junior Secondary School,Bo,076300054,private
319101322,JSS,South,bo city council,91,Milton Comprehensive Junior Secondary School,Bo City,076815825,mission
319101323,JSS,South,bo city council,91,Al Gadhafi Islamic Comprehensive Academy,null,078102993,community
319101324,JSS,South,bo city council,91,Zahara Islamic Junior Secondary School,null,076786671,community
319101325,JSS,South,bo city council,91,Kakua Community Jss,Bo,076777794,community
319101402,SSS,South,bo city council,91,Bo Commercial Secondary School,Bo,76644647,mission
319101403,SSS,South,bo city council,91,Florence Senior High Secondary School,Bo,76300054,private
319101404,SSS,South,bo city council,91,The Awada School,Bo,78376150,private
319101405,SSS,South,bo city council,91,Milton Comprehensive Senior Sec. School,Bo City,76663503,mission
319101406,SSS,South,bo city council,91,Christ The King College S.S.S.,Bo City,76659538,mission
319101407,SSS,South,bo city council,91,Hope Royal College,Bo,None,private
319102101,Preschool,South,bo city council,91,Augusta Memorial Preparatory School,Bo,76914373,private
319102102,Preschool,South,bo city council,91,Bishop Humper Pre-School,Bo,76646342,mission
319102104,Preschool,South,bo city council,91,Bo District Education Committee Pre - School,Bo,76917539,government
319102107,Preschool,South,bo city council,91,Joy Acaemy Pre - School,Bo,76655613,mission
319102108,Preschool,South,bo city council,91,Mukeh Tiwah Pre- School,Bo,76509174,community
319102110,Preschool,South,bo city council,91,Nwumba Education And Culture Pre - Primary,Bo,76423232,private
319102111,Preschool,South,bo city council,91,Sierra Leone Muslim Brotherhood Pre- School,Bo,76653143,government
319102112,Preschool,South,bo city council,91,Saint Pius Pre- School,Bo,76659956,mission
319102113,Preschool,South,bo city council,91,Young Women Christian Church Pre- Primary School,Bo,76726547,mission
319102114,Preschool,South,bo city council,91,Zion Elementary School,Bo,78626401,mission
319102115,Preschool,South,bo city council,91,Aladura Pre-School,Bo City,76988844,mission
319102118,Preschool,South,bo city council,91,Tina Memorial Pre-Primary School,Bo City,76925918,community
319102119,Preschool,South,bo city council,91,God'S Way Pre-Primary School,Kenndy,76420661,private
319102120,Preschool,South,bo city council,91,Madonna Pre Sch.,Bo,076658956,mission
319102121,Preschool,South,bo city council,91,Vision International Pre Sch.,Bo,078755908,mission
319102122,Preschool,South,bo city council,91,Benmat Education Pre-Primary Sch.,Bo,076896969,community
319102123,Preschool,South,bo city council,91,Maatin Luther Memorial Pre-Primary School,Bo City,076651187,mission
319102201,Primary,South,bo city council,91,Aladura Primary,Bo,76988844,mission
319102202,Primary,South,bo city council,91,Bo District Education Committee School,Bo,76988836,government
319102204,Primary,South,bo city council,91,Church Of Christ Primary,Bo,076270643,mission
319102205,Primary,South,bo city council,91,Integrity Foundation Academy Primary School,Bo,76487846,mission
319102206,Primary,South,bo city council,91,Mentally Retarded Children Primary School,Bo,76680673,government
319102209,Primary,South,bo city council,91,Saint Pius Primary School,Bo,076738976,mission
319102215,Primary,South,bo city council,91,Zion Elementry Primary,Bo,078626401,mission
319102217,Primary,South,bo city council,91,Saint Francis Upper Old Gerihun Road,Bo City,076750153,mission
319102220,Primary,South,bo city council,91,Joy Academy Primary School,Bo City,76655613,mission
319102222,Primary,South,bo city council,91,Martin Luther Memorial Primary School,Bo City,076651187,mission
319102223,Primary,South,bo city council,91,Methodist Primary School,Bo City,76300218,mission
319102224,Primary,South,bo city council,91,Mukeh Tiwah Primary School,Bo City,78248144,private
319102225,Primary,South,bo city council,91,Mukeh Tiwah Primary School,Bo City,076421898,private
319102227,Primary,South,bo city council,91,Nwumba Education And Cultural Pre- Primary,Bo City,76423232,private
319102229,Primary,South,bo city council,91,Roman Catholic Model Lower Primary School,Bo City,76544089,mission
319102230,Primary,South,bo city council,91,Roman Catholic Model Primary School,Bo City,76925916,mission
319102231,Primary,South,bo city council,91,Saint Francis Primary,Bo City,76983990,government
319102232,Primary,South,bo city council,91,Sierra Leone Muslim Brotherhood Primary School,Bo City,76653181,mission
319102233,Primary,South,bo city council,91,The Awada Primary School,Bo City,076985315,private
319102234,Primary,South,bo city council,91,Tina Memorial Primary School,Bo City,078970621,community
319102235,Primary,South,bo city council,91,Tony Blair International Academy Primary School,Bo City,078928093,private
319102236,Primary,South,bo city council,91,United Methodist Church Primary School,Bo City,076808531,mission
319102237,Primary,South,bo city council,91,Young Muslim Primary School,Bo City,78322419,mission
319102239,Primary,South,bo city council,91,Al-Qudus Islamic Primary School,Bo Town,76702974,mission
319102240,Primary,South,bo city council,91,National Islamic Primary School,Bo Town,76541980,mission
319102241,Primary,South,bo city council,91,United Brethen In Christ Primary School,Bo Town,076650418,mission
319102243,Primary,South,bo city council,91,God'S Way Primary School Town Kemmedy,Kennedy,78714695,private
319102244,Primary,South,bo city council,91,Holy Trinity Primary School,Bo,078290550,private
319102246,Primary,South,bo city council,91,Sierra Leone Church Primary School Coronation Field,Bo,076-341451,mission
319102247,Primary,South,bo city council,91,Augusta Memorial Primary,Nja Gboima,076914393,private
319102248,Primary,South,bo city council,91,Seventh Day Adventist Pri Sch,null,None,mission
319102249,Primary,South,bo city council,91,Tianbett International Christian Primary,null,078822312,private
319102302,JSS,South,bo city council,91,Saint Theresa'S Junior Secondary School,Bo City,076645543,government
319102304,JSS,South,bo city council,91,Methodist Girls High School,Bo City,076773842,mission
319102306,JSS,South,bo city council,91,Saint Andrews Junior Secondary School,Bo,076627003,mission
319102308,JSS,South,bo city council,91,Mukeh Tiwah Junior Secondary School,Bo,078422145,mission
319102309,JSS,South,bo city council,91,Aladura Junior Secondary School,Bo,076988844,mission
319102311,JSS,South,bo city council,91,Sierra Leone Muslim Brotherhood Secondary School,Bo City,076871295,mission
319102312,JSS,South,bo city council,91,United Methodist Secondary School,Bo City,076511760,mission
319102313,JSS,South,bo city council,91,Methodist High School,Bo,076648784,mission
319102316,JSS,South,bo city council,91,Tina Memorial Junior Secondary School,Bo,None,mission
319102320,JSS,South,bo city council,91,Methodist High School,null,076648784,mission
319102401,SSS,South,bo city council,91,Namya Islamic Secondary School,Bo,78490002,mission
319102402,SSS,South,bo city council,91,Methodist High School,Bo City,76644132,community
319102405,SSS,South,bo city council,91,Saint Andrew'S Senior Secondary School,Bo City,76333485,government
319102406,SSS,South,bo city council,91,Sierra Leone Muslim Brotherhood Senior Secondary School,Bo,076871295,mission
319102407,SSS,South,bo city council,91,United Mothiodist Secondary School,Bo,076617556,mission
319103101,Preschool,South,bo city council,91,Fredmat International Academy Pre- School,Bo,76787906,private
319103102,Preschool,South,bo city council,91,Lindsey Pre - School Nikibu Section,Bo,78723153,mission
319103103,Preschool,South,bo city council,91,Logos Experimental,Bo City,78633622,mission
319103104,Preschool,South,bo city council,91,Marina'S Preparatory School  28 Batiama Section  Ngalu Road,Bo,078867464,private
319103105,Preschool,South,bo city council,91,Our Lady Of The Visitation Pre - Primary School,Bo,76565852,mission
319103106,Preschool,South,bo city council,91,Saint Theresa Pre - School,Bo,76677999,mission
319103107,Preschool,South,bo city council,91,Saint Judes Model Academy,Bo,76952802,community
319103108,Preschool,South,bo city council,91,United Methodist Church Primary School Amy,Zent Bo,078020773,mission
319103111,Preschool,South,bo city council,91,Pro Laborie Pre-School,Bo,078639775,mission
319103113,Preschool,South,bo city council,91,Elizabeth Ebuehi Pre School,Bo City,078731005,mission
319103114,Preschool,South,bo city council,91,United Brethren In Christ Pre Primary School,Kandeh Town,None,mission
319103115,Preschool,South,bo city council,91,Believers Covenant Pre School,Bo,078936220,mission
319103116,Preschool,South,bo city council,91,Unidas Preparatory School Goba Town,Bo,076925799,private
319103117,Preschool,South,bo city council,91,Allawallie International Academy Nursery,Bo,78360712,private
319103118,Preschool,South,bo city council,91,Therenisa Memorial Pre Primary School,Borborkomb,076288815,private
319103119,Preschool,South,bo city council,91,St. Charles Lwanga'S Pre School,Bo,079534138,mission
319103121,Preschool,South,bo city council,91,Christ Evangelical Community Preparatory School,Bo City,088869652,community
319103122,Preschool,South,bo city council,91,Toghther As One Pre-School,null,078381888,mission
319103123,Preschool,South,bo city council,91,Sambagins International Academy Of Science And Technology,New London,078252865,private
319103124,Preschool,South,bo city council,91,Agape Way Christian Preparation School,null,079503825,private
319103125,Preschool,South,bo city council,91,Safe Haven For Children Academy,New York,077212341,private
319103202,Primary,South,bo city council,91,American Calvary Baptist Church,Bo,076770140,mission
319103203,Primary,South,bo city council,91,Baptist Model Primary,Bo,078279169,mission
319103204,Primary,South,bo city council,91,Bo District Education Committee Primary School,Bo,76797849,government
319103205,Primary,South,bo city council,91,Bo District Education Committee Primary,Bo,076823883,government
319103207,Primary,South,bo city council,91,Fredmat International Primary School,Bo,76787906,private
319103208,Primary,South,bo city council,91,Islag Primary,Bo,076795337,government
319103211,Primary,South,bo city council,91,Namya Islamic Primary,Bo,076965980,mission
319103214,Primary,South,bo city council,91,Sierra Leone Muslim Brotherhood Primary School,Bo,76589175,mission
319103216,Primary,South,bo city council,91,United Methodist Church Primary School Upper Messima,Bo,76798379,mission
319103217,Primary,South,bo city council,91,Sierra Leone Muslim Brotherhood Primary School Bo Town,Bo Town,076335934,government
319103218,Primary,South,bo city council,91,Logos Experimental,Bo City,76277807,mission
319103220,Primary,South,bo city council,91,Aladura Primary School,Bo City,76819684,mission
319103222,Primary,South,bo city council,91,Bo District Education Committee Primary School,Bo City,76987366,government
319103223,Primary,South,bo city council,91,Bo District Education Committee Primary School,Bo City,076727158,mission
319103224,Primary,South,bo city council,91,Islamic Call Society Primary School,Bo City,766404618,community
319103225,Primary,South,bo city council,91,Mount Zion Primary School,Bo City,76824542,mission
319103228,Primary,South,bo city council,91,Saint Judes Model Academy Primary School,Bo City,76952802,community
319103229,Primary,South,bo city council,91,Seventh Day Adventist Primary School,Bo City,78488517,mission
319103231,Primary,South,bo city council,91,Sierra Leone Muslim Brotherhood Primary School,Bo City,76489015,community
319103233,Primary,South,bo city council,91,Sierra Leone United Islamic Mission School,Manjana,76975388,mission
319103234,Primary,South,bo city council,91,The Islamic Priamry School Kulafai Mission,Bo City,78902902,mission
319103236,Primary,South,bo city council,91,Watta Kawa Primary,Bo City,78639243,private
319103240,Primary,South,bo city council,91,Hope Primary School,Morfindor Town,76652085,mission
319103241,Primary,South,bo city council,91,Al-Quudus Islamic Primary,Nyagolihun,078979312,community
319103242,Primary,South,bo city council,91,Methodist Primary School,New Gerihun Road Town,076763431,mission
319103245,Primary,South,bo city council,91,Sierra Leone United Islamic Mission Primary School,Lewabu,78245230,government
319103246,Primary,South,bo city council,91,Oaks Community Primary School,Bo,76448956,other
319103248,Primary,South,bo city council,91,Sierra Leone Islamic Union Mission Primary,Bo,76861425,mission
319103249,Primary,South,bo city council,91,Islag Primary School Messima Section,Bo,076497070,government
319103250,Primary,South,bo city council,91,John International Academy,Bo,076774252,private
319103252,Primary,South,bo city council,91,Glory Assembly Primary School Torpoi,Torkpoi Town,076994213,mission
319103253,Primary,South,bo city council,91,Slmb Primary School,Batiama,None,mission
319103254,Primary,South,bo city council,91,United Brethren In Christ U.B.C Primary School,Bo Kandeh Town,None,mission
319103255,Primary,South,bo city council,91,Ken Wiebe Primary School,Kebbie Town,078034769,private
319103256,Primary,South,bo city council,91,Ahmadiyya Muslim Primary School New Site,Bo Bo City,076652006,mission
319103257,Primary,South,bo city council,91,Umc Primary School Messima (Lower),Bo City,076741319,mission
319103258,Primary,South,bo city council,91,Therenisa Memorial Primary School Borbor,Kombor,076288815,private
319103259,Primary,South,bo city council,91,Allawallie International Academy Primary School,null,None,private
319103261,Primary,South,bo city council,91,United Methodist Primary School Lower Njagboima,Bo Bo,076975944,mission
319103262,Primary,South,bo city council,91,Elizabeth Ebuehi Primary School,Bo City,078731005,mission
319103265,Primary,South,bo city council,91,Believers Covenant Academy,Bo,078672643,mission
319103266,Primary,South,bo city council,91,Jefferson Baptist Primary School,Bo,078654385,mission
319103267,Primary,South,bo city council,91,New Life Christian Primary School,Bo,076676414,mission
319103271,Primary,South,bo city council,91,Slmb Primary School,Nduvibu,076861179,mission
319103274,Primary,South,bo city council,91,Agape Way Christian Primary School,null,079503825,private
319103275,Primary,South,bo city council,91,Islag Primary School,Manjama,076760740,mission
319103276,Primary,South,bo city council,91,Saint Charles Lwanga Primary Sch,null,None,mission
319103277,Primary,South,bo city council,91,Al-Qudus Islamic Primary School,Bo City,076513253,community
